feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum,type,configurationId,configurationSeed,runId
1,inst-58-469537174,model,0,0,4.536,0,0,12.3975,0,246049,yes,../wrapper.py 58 1 469537174 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 1 -nrings_delta 13 -capacity_middle 37 -capacity_delta 24 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 2 -demand_inner_inner_delta 11,0dbeda54109f07933f3c463d881371c8,sat + graded,58,469537174,58
1,inst-58-469537174,model,1,0,4.056,0,0,30.5979,0,611037,yes,../wrapper.py 58 1 469537174 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 1 -nrings_delta 13 -capacity_middle 37 -capacity_delta 24 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 2 -demand_inner_inner_delta 11,0dbeda54109f07933f3c463d881371c8,sat + graded,58,469537174,58
1,inst-58-469537174,model,2,0,4.925,0,0,134.271,0,2984140,yes,../wrapper.py 58 1 469537174 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 1 -nrings_delta 13 -capacity_middle 37 -capacity_delta 24 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 2 -demand_inner_inner_delta 11,0dbeda54109f07933f3c463d881371c8,sat + graded,58,469537174,58
1,inst-58-469537174,model,3,0,4.769,0,0,10.756,0,214962,yes,../wrapper.py 58 1 469537174 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 1 -nrings_delta 13 -capacity_middle 37 -capacity_delta 24 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 2 -demand_inner_inner_delta 11,0dbeda54109f07933f3c463d881371c8,sat + graded,58,469537174,58
1,inst-58-469537174,model,4,0,4.238,0,0,211.543,0,4843424,yes,../wrapper.py 58 1 469537174 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 1 -nrings_delta 13 -capacity_middle 37 -capacity_delta 24 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 2 -demand_inner_inner_delta 11,0dbeda54109f07933f3c463d881371c8,sat + graded,58,469537174,58
