"feasible","instance","model","seed","SRTimeOut","SRTime","solverMemOut","solverTimeOut","solverTime","solverNodeOut","nNodes","sat","cmd","md5checksum","type","configurationId","configurationSeed","iteration","runId"
0,"inst-3-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 3 1 574469501 tuning -nnodes_middle 26 -nnodes_delta 16 -nrings_middle 8 -nrings_delta 8 -capacity_middle 21 -capacity_delta 2 -demand_cardMiddle 47 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 47 -demand_inner_inner_delta 1","inst-3-574469501","no instance",3,574469501,1,36
0,"inst-4-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 4 1 574469501 tuning -nnodes_middle 19 -nnodes_delta 13 -nrings_middle 6 -nrings_delta 20 -capacity_middle 37 -capacity_delta 1 -demand_cardMiddle 24 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 15 -demand_inner_inner_delta 12","inst-4-574469501","no instance",4,574469501,1,37
1,"inst-5-574469501","model",0,0,8.664,0,1,NA,NA,NA,NA,"../wrapper.py 5 1 574469501 tuning -nnodes_middle 31 -nnodes_delta 6 -nrings_middle 22 -nrings_delta 9 -capacity_middle 48 -capacity_delta 3 -demand_cardMiddle 3 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 19 -demand_inner_inner_delta 3","df4b609bab04c6cf89913dcd24978d8e","solver timeout",5,574469501,1,38
0,"inst-6-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 6 1 574469501 tuning -nnodes_middle 3 -nnodes_delta 16 -nrings_middle 29 -nrings_delta 24 -capacity_middle 31 -capacity_delta 1 -demand_cardMiddle 8 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 23 -demand_inner_inner_delta 6","inst-6-574469501","no instance",6,574469501,1,39
0,"inst-7-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 7 1 574469501 tuning -nnodes_middle 47 -nnodes_delta 17 -nrings_middle 9 -nrings_delta 11 -capacity_middle 35 -capacity_delta 11 -demand_cardMiddle 48 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 6 -demand_inner_inner_delta 6","inst-7-574469501","no instance",7,574469501,1,40
0,"inst-8-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 8 1 574469501 tuning -nnodes_middle 44 -nnodes_delta 10 -nrings_middle 25 -nrings_delta 17 -capacity_middle 39 -capacity_delta 3 -demand_cardMiddle 43 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 26 -demand_inner_inner_delta 4","inst-8-574469501","no instance",8,574469501,1,41
1,"inst-9-574469501","model",0,0,3.482,0,1,NA,NA,NA,NA,"../wrapper.py 9 1 574469501 tuning -nnodes_middle 1 -nnodes_delta 21 -nrings_middle 7 -nrings_delta 0 -capacity_middle 47 -capacity_delta 7 -demand_cardMiddle 8 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 22 -demand_inner_inner_delta 12","641c04e281470616d01f8f8d2861c064","solver timeout",9,574469501,1,42
0,"inst-10-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 10 1 574469501 tuning -nnodes_middle 43 -nnodes_delta 1 -nrings_middle 28 -nrings_delta 17 -capacity_middle 33 -capacity_delta 16 -demand_cardMiddle 24 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 43 -demand_inner_inner_delta 18","inst-10-574469501","no instance",10,574469501,1,43
1,"inst-11-574469501","model",0,0,9.46,0,1,NA,NA,NA,NA,"../wrapper.py 11 1 574469501 tuning -nnodes_middle 27 -nnodes_delta 21 -nrings_middle 24 -nrings_delta 0 -capacity_middle 37 -capacity_delta 17 -demand_cardMiddle 9 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 17 -demand_inner_inner_delta 15","d1bfb6303a57fbcd56472f4e128e3ae6","solver timeout",11,574469501,1,44
0,"inst-12-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 12 1 574469501 tuning -nnodes_middle 42 -nnodes_delta 17 -nrings_middle 18 -nrings_delta 3 -capacity_middle 20 -capacity_delta 23 -demand_cardMiddle 41 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 50 -demand_inner_inner_delta 15","inst-12-574469501","no instance",12,574469501,1,45
