feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum
1,inst-229-123,model,0,0,5.99,0,0,20.9907,0,406904,yes,../wrapper.py 229 229 123 random -n_templates_middle 28 -n_templates_delta 22 -n_slots_middle 2 -n_slots_delta 22 -n_variations_middle 37 -n_variations_delta 19 -demand_range_middle 44 -demand_range_delta 13,d46aa42d1fe7d1fff7d85918600a1c41
1,inst-23-123,model,0,0,8.605,0,0,12.0653,0,286268,yes,../wrapper.py 23 23 123 random -n_templates_middle 19 -n_templates_delta 13 -n_slots_middle 44 -n_slots_delta 14 -n_variations_middle 42 -n_variations_delta 7 -demand_range_middle 36 -demand_range_delta 6,c4599e66bb9078a29ee84cdf96eb9ea5
1,inst-232-123,model,0,0,9.638,0,0,49.8118,0,844617,yes,../wrapper.py 232 232 123 random -n_templates_middle 38 -n_templates_delta 7 -n_slots_middle 46 -n_slots_delta 21 -n_variations_middle 24 -n_variations_delta 1 -demand_range_middle 29 -demand_range_delta 15,1007a5751d9d02553cdb947f562bd69c
1,inst-233-123,model,0,0,9.145,0,0,95.8619,0,1038394,yes,../wrapper.py 233 233 123 random -n_templates_middle 50 -n_templates_delta 8 -n_slots_middle 34 -n_slots_delta 23 -n_variations_middle 29 -n_variations_delta 17 -demand_range_middle 4 -demand_range_delta 22,ffd26af3523593cff017695deb6e6819
1,inst-234-123,model,0,0,8.276,0,0,16.5389,0,347560,yes,../wrapper.py 234 234 123 random -n_templates_middle 26 -n_templates_delta 5 -n_slots_middle 21 -n_slots_delta 22 -n_variations_middle 25 -n_variations_delta 16 -demand_range_middle 14 -demand_range_delta 21,219124313486c68354c8919a71698117
1,inst-236-123,model,0,0,6.659,0,0,12.4671,0,304920,yes,../wrapper.py 236 236 123 random -n_templates_middle 43 -n_templates_delta 3 -n_slots_middle 18 -n_slots_delta 6 -n_variations_middle 3 -n_variations_delta 19 -demand_range_middle 10 -demand_range_delta 10,d8aa0e14695662144e5aa7b2b426d4f0
1,inst-238-123,model,0,0,6.548,0,0,36.1187,0,497930,yes,../wrapper.py 238 238 123 random -n_templates_middle 20 -n_templates_delta 20 -n_slots_middle 6 -n_slots_delta 13 -n_variations_middle 23 -n_variations_delta 6 -demand_range_middle 8 -demand_range_delta 22,b409a3318d75a901adb81414fc04c70f
1,inst-239-123,model,0,0,9.541,0,0,24.642,0,341170,yes,../wrapper.py 239 239 123 random -n_templates_middle 29 -n_templates_delta 13 -n_slots_middle 30 -n_slots_delta 18 -n_variations_middle 32 -n_variations_delta 15 -demand_range_middle 2 -demand_range_delta 14,0899c9fcc6910e892ed56d42d1f4b130
1,inst-24-123,model,0,0,7.332,0,0,18.1538,0,326476,yes,../wrapper.py 24 24 123 random -n_templates_middle 30 -n_templates_delta 12 -n_slots_middle 14 -n_slots_delta 14 -n_variations_middle 46 -n_variations_delta 22 -demand_range_middle 13 -demand_range_delta 8,6bb158ba067dc5deb97fb4f07f6382b3
1,inst-240-123,model,0,0,5.622,0,0,11.13,0,327168,yes,../wrapper.py 240 240 123 random -n_templates_middle 30 -n_templates_delta 15 -n_slots_middle 32 -n_slots_delta 2 -n_variations_middle 4 -n_variations_delta 17 -demand_range_middle 42 -demand_range_delta 3,4bb249dd0e91e8fd1483c51fc07c1f88
1,inst-241-123,model,0,0,10.865,0,0,44.7829,0,617891,yes,../wrapper.py 241 241 123 random -n_templates_middle 40 -n_templates_delta 12 -n_slots_middle 50 -n_slots_delta 12 -n_variations_middle 29 -n_variations_delta 9 -demand_range_middle 26 -demand_range_delta 1,a97f9b03608eaf5ccc00e7e8d41f7d9b
1,inst-246-123,model,0,0,7.526,0,0,36.6977,0,497497,yes,../wrapper.py 246 246 123 random -n_templates_middle 50 -n_templates_delta 6 -n_slots_middle 7 -n_slots_delta 5 -n_variations_middle 20 -n_variations_delta 8 -demand_range_middle 15 -demand_range_delta 1,e109cbc7860f169dc0759f3280197509
1,inst-247-123,model,0,0,8.549,0,0,55.8779,0,911703,yes,../wrapper.py 247 247 123 random -n_templates_middle 47 -n_templates_delta 14 -n_slots_middle 12 -n_slots_delta 21 -n_variations_middle 24 -n_variations_delta 13 -demand_range_middle 40 -demand_range_delta 16,b001fb156d921c50c1c497757eafaea0
1,inst-249-123,model,0,0,8.84,0,0,36.8631,0,533617,yes,../wrapper.py 249 249 123 random -n_templates_middle 34 -n_templates_delta 3 -n_slots_middle 21 -n_slots_delta 11 -n_variations_middle 32 -n_variations_delta 6 -demand_range_middle 23 -demand_range_delta 4,c520744402daedd62fabd17129503247
1,inst-25-123,model,0,0,9.014,0,0,40.2067,0,602366,yes,../wrapper.py 25 25 123 random -n_templates_middle 50 -n_templates_delta 15 -n_slots_middle 47 -n_slots_delta 11 -n_variations_middle 21 -n_variations_delta 16 -demand_range_middle 7 -demand_range_delta 14,ed63e6b40fff9eb77314678b170fa88d
1,inst-250-123,model,0,0,7.613,0,0,49.2224,0,759857,yes,../wrapper.py 250 250 123 random -n_templates_middle 43 -n_templates_delta 3 -n_slots_middle 5 -n_slots_delta 22 -n_variations_middle 16 -n_variations_delta 18 -demand_range_middle 20 -demand_range_delta 11,390970e2f0273a940b2c24340d1a99f7
1,inst-253-123,model,0,0,13.682,0,0,163.116,0,1628913,yes,../wrapper.py 253 253 123 random -n_templates_middle 38 -n_templates_delta 6 -n_slots_middle 17 -n_slots_delta 0 -n_variations_middle 50 -n_variations_delta 10 -demand_range_middle 50 -demand_range_delta 5,eeadc3964ac5216edd26c263b0f175b1
1,inst-255-123,model,0,0,10.311,0,0,65.9091,0,937192,yes,../wrapper.py 255 255 123 random -n_templates_middle 30 -n_templates_delta 5 -n_slots_middle 6 -n_slots_delta 18 -n_variations_middle 31 -n_variations_delta 23 -demand_range_middle 48 -demand_range_delta 19,96364e6f9082b0b350e6c2ebd3886b46
1,inst-256-123,model,0,0,8.963,0,0,19.9208,0,378691,yes,../wrapper.py 256 256 123 random -n_templates_middle 22 -n_templates_delta 4 -n_slots_middle 22 -n_slots_delta 19 -n_variations_middle 46 -n_variations_delta 22 -demand_range_middle 41 -demand_range_delta 5,0535671ec0482c6019dc803740180fd3
1,inst-258-123,model,0,0,9.453,0,0,65.8012,0,1070658,yes,../wrapper.py 258 258 123 random -n_templates_middle 34 -n_templates_delta 19 -n_slots_middle 39 -n_slots_delta 16 -n_variations_middle 6 -n_variations_delta 21 -demand_range_middle 31 -demand_range_delta 21,89da02b601f69a4b110a2694f4212468
1,inst-260-123,model,0,0,10.585,0,0,44.6579,0,696817,yes,../wrapper.py 260 260 123 random -n_templates_middle 31 -n_templates_delta 10 -n_slots_middle 34 -n_slots_delta 19 -n_variations_middle 27 -n_variations_delta 9 -demand_range_middle 49 -demand_range_delta 1,2681b112b5bd73beea2bd93b16ec98b3
1,inst-263-123,model,0,0,12.746,0,0,138.267,0,1555748,yes,../wrapper.py 263 263 123 random -n_templates_middle 49 -n_templates_delta 10 -n_slots_middle 27 -n_slots_delta 1 -n_variations_middle 32 -n_variations_delta 8 -demand_range_middle 21 -demand_range_delta 25,83eebf3533f920427aa8c2cfc72ebb0c
1,inst-264-123,model,0,0,8.822,0,0,265.774,0,1654476,yes,../wrapper.py 264 264 123 random -n_templates_middle 35 -n_templates_delta 17 -n_slots_middle 9 -n_slots_delta 5 -n_variations_middle 44 -n_variations_delta 20 -demand_range_middle 36 -demand_range_delta 7,0baffc51244eced7c361aa3b6af457cd
1,inst-266-123,model,0,0,13.657,0,0,181.66,0,1605094,yes,../wrapper.py 266 266 123 random -n_templates_middle 47 -n_templates_delta 16 -n_slots_middle 14 -n_slots_delta 5 -n_variations_middle 44 -n_variations_delta 0 -demand_range_middle 43 -demand_range_delta 13,55416feae37e58a46a6b3b02a8285119
1,inst-268-123,model,0,0,9.923,0,0,22.5987,0,335773,yes,../wrapper.py 268 268 123 random -n_templates_middle 24 -n_templates_delta 20 -n_slots_middle 49 -n_slots_delta 12 -n_variations_middle 36 -n_variations_delta 4 -demand_range_middle 18 -demand_range_delta 1,7f7c35962f99638cc0cc0fe8431b244f
1,inst-270-123,model,0,0,8.45,0,0,24.638,0,390919,yes,../wrapper.py 270 270 123 random -n_templates_middle 35 -n_templates_delta 4 -n_slots_middle 19 -n_slots_delta 7 -n_variations_middle 23 -n_variations_delta 20 -demand_range_middle 11 -demand_range_delta 10,4f0fc0ba9129affac47076d52e50aee3
1,inst-271-123,model,0,0,15.686,0,0,139.006,0,1336209,yes,../wrapper.py 271 271 123 random -n_templates_middle 49 -n_templates_delta 3 -n_slots_middle 32 -n_slots_delta 17 -n_variations_middle 30 -n_variations_delta 24 -demand_range_middle 2 -demand_range_delta 25,36a329fd183d5ba428bb78961a53d02f
1,inst-272-123,model,0,0,6.942,0,0,21.0617,0,579365,yes,../wrapper.py 272 272 123 random -n_templates_middle 38 -n_templates_delta 10 -n_slots_middle 8 -n_slots_delta 11 -n_variations_middle 10 -n_variations_delta 10 -demand_range_middle 41 -demand_range_delta 1,c0e38d640f353ad6a0245ede35ecdeb4
1,inst-274-123,model,0,0,7.354,0,0,32.651,0,577213,yes,../wrapper.py 274 274 123 random -n_templates_middle 36 -n_templates_delta 0 -n_slots_middle 43 -n_slots_delta 18 -n_variations_middle 14 -n_variations_delta 18 -demand_range_middle 34 -demand_range_delta 4,703fae80fd2baeeb89197e0f53ef577f
1,inst-275-123,model,0,0,10.468,0,0,15.5921,0,265691,yes,../wrapper.py 275 275 123 random -n_templates_middle 34 -n_templates_delta 23 -n_slots_middle 43 -n_slots_delta 19 -n_variations_middle 35 -n_variations_delta 14 -demand_range_middle 20 -demand_range_delta 3,e59ef501c91997e7f7604713b408fa2d
1,inst-276-123,model,0,0,8.617,0,0,19.4722,0,425189,yes,../wrapper.py 276 276 123 random -n_templates_middle 42 -n_templates_delta 17 -n_slots_middle 40 -n_slots_delta 0 -n_variations_middle 9 -n_variations_delta 14 -demand_range_middle 4 -demand_range_delta 18,7347eda8f696e2ef6221882a42f7146c
1,inst-280-123,model,0,0,7.084,0,0,19.9232,0,315430,yes,../wrapper.py 280 280 123 random -n_templates_middle 24 -n_templates_delta 16 -n_slots_middle 17 -n_slots_delta 11 -n_variations_middle 48 -n_variations_delta 6 -demand_range_middle 1 -demand_range_delta 25,997b55897ec91628d91f8cadc8a0ec8e
1,inst-283-123,model,0,0,10.868,0,0,49.9369,0,641390,yes,../wrapper.py 283 283 123 random -n_templates_middle 31 -n_templates_delta 8 -n_slots_middle 3 -n_slots_delta 24 -n_variations_middle 35 -n_variations_delta 21 -demand_range_middle 23 -demand_range_delta 3,5a025e6cfa49f28bab0f4a42ab5081c6
1,inst-287-123,model,0,0,6.463,0,0,16.7822,0,487814,yes,../wrapper.py 287 287 123 random -n_templates_middle 31 -n_templates_delta 13 -n_slots_middle 12 -n_slots_delta 22 -n_variations_middle 10 -n_variations_delta 10 -demand_range_middle 45 -demand_range_delta 6,6a6b6ce277f3ed2d47510bd054437f56
1,inst-289-123,model,0,0,12.062,0,0,106.21,0,998527,yes,../wrapper.py 289 289 123 random -n_templates_middle 37 -n_templates_delta 4 -n_slots_middle 29 -n_slots_delta 16 -n_variations_middle 46 -n_variations_delta 8 -demand_range_middle 27 -demand_range_delta 0,fef929f68be1a4c8b13825825b2a6ef1
1,inst-291-123,model,0,0,7.604,0,0,33.1902,0,549121,yes,../wrapper.py 291 291 123 random -n_templates_middle 35 -n_templates_delta 13 -n_slots_middle 19 -n_slots_delta 17 -n_variations_middle 24 -n_variations_delta 5 -demand_range_middle 23 -demand_range_delta 2,ae7f8594e8bc4063794304490cc14492
1,inst-296-123,model,0,0,6.706,0,0,16.9742,0,357971,yes,../wrapper.py 296 296 123 random -n_templates_middle 28 -n_templates_delta 17 -n_slots_middle 12 -n_slots_delta 22 -n_variations_middle 25 -n_variations_delta 6 -demand_range_middle 16 -demand_range_delta 17,3286ff16838d8ae6efbd012ff8fd984a
1,inst-298-123,model,0,0,7.191,0,0,115.169,0,1355390,yes,../wrapper.py 298 298 123 random -n_templates_middle 47 -n_templates_delta 11 -n_slots_middle 1 -n_slots_delta 23 -n_variations_middle 19 -n_variations_delta 0 -demand_range_middle 50 -demand_range_delta 9,1ba8775ec80cf74160281f60273f14e8
1,inst-299-123,model,0,0,7.53,0,0,38.4013,0,710451,yes,../wrapper.py 299 299 123 random -n_templates_middle 50 -n_templates_delta 3 -n_slots_middle 29 -n_slots_delta 19 -n_variations_middle 10 -n_variations_delta 17 -demand_range_middle 28 -demand_range_delta 0,420c16d11b27bffd25ea3ef5369fe9e3
1,inst-301-123,model,0,0,10.821,0,0,68.5168,0,740250,yes,../wrapper.py 301 301 123 random -n_templates_middle 37 -n_templates_delta 15 -n_slots_middle 12 -n_slots_delta 22 -n_variations_middle 41 -n_variations_delta 7 -demand_range_middle 11 -demand_range_delta 17,21f04d1ef3d5116762dec8b8d2d6027c
1,inst-304-123,model,0,0,6.402,0,0,14.9862,0,361960,yes,../wrapper.py 304 304 123 random -n_templates_middle 31 -n_templates_delta 12 -n_slots_middle 6 -n_slots_delta 21 -n_variations_middle 23 -n_variations_delta 18 -demand_range_middle 40 -demand_range_delta 10,dd816ae410bf5162c129831f647bf571
1,inst-307-123,model,0,0,6.254,0,0,17.3592,0,445694,yes,../wrapper.py 307 307 123 random -n_templates_middle 18 -n_templates_delta 14 -n_slots_middle 41 -n_slots_delta 8 -n_variations_middle 7 -n_variations_delta 19 -demand_range_middle 44 -demand_range_delta 25,774206b2a80fea4c866c04b353bf8a34
1,inst-308-123,model,0,0,6.905,0,0,30.042,0,621724,yes,../wrapper.py 308 308 123 random -n_templates_middle 33 -n_templates_delta 6 -n_slots_middle 33 -n_slots_delta 11 -n_variations_middle 10 -n_variations_delta 15 -demand_range_middle 49 -demand_range_delta 5,f43d4a8b3d71053b8c184573677afc29
1,inst-31-123,model,0,0,6.944,0,0,39.227,0,705505,yes,../wrapper.py 31 31 123 random -n_templates_middle 28 -n_templates_delta 16 -n_slots_middle 9 -n_slots_delta 15 -n_variations_middle 16 -n_variations_delta 18 -demand_range_middle 20 -demand_range_delta 25,8d5174f24f63a6a58983e6f041ae1d7a
1,inst-312-123,model,0,0,10.132,0,0,14.7181,0,331566,yes,../wrapper.py 312 312 123 random -n_templates_middle 13 -n_templates_delta 17 -n_slots_middle 38 -n_slots_delta 6 -n_variations_middle 29 -n_variations_delta 22 -demand_range_middle 36 -demand_range_delta 21,f8a17634e4c8645d77aa53457aa891e9
1,inst-313-123,model,0,0,16.003,0,0,187.257,0,1785018,yes,../wrapper.py 313 313 123 random -n_templates_middle 46 -n_templates_delta 7 -n_slots_middle 33 -n_slots_delta 3 -n_variations_middle 43 -n_variations_delta 16 -demand_range_middle 37 -demand_range_delta 8,94df9e63cb34ca586e73032c0cf8dae0
1,inst-314-123,model,0,0,11.046,0,0,34.0383,0,389727,yes,../wrapper.py 314 314 123 random -n_templates_middle 34 -n_templates_delta 11 -n_slots_middle 33 -n_slots_delta 19 -n_variations_middle 46 -n_variations_delta 13 -demand_range_middle 8 -demand_range_delta 7,ed09fa724c12c5be2b29a699d9032769
1,inst-316-123,model,0,0,9.796,0,0,24.3784,0,390919,yes,../wrapper.py 316 316 123 random -n_templates_middle 39 -n_templates_delta 15 -n_slots_middle 39 -n_slots_delta 4 -n_variations_middle 20 -n_variations_delta 24 -demand_range_middle 19 -demand_range_delta 2,a3cb3d3f61fa682536771ce88759438e
1,inst-317-123,model,0,0,14.233,0,0,124.683,0,1410299,yes,../wrapper.py 317 317 123 random -n_templates_middle 27 -n_templates_delta 23 -n_slots_middle 43 -n_slots_delta 13 -n_variations_middle 34 -n_variations_delta 12 -demand_range_middle 47 -demand_range_delta 2,9ccb706621ce091c24348f4fb4cbf6e0
1,inst-318-123,model,0,0,8.806,0,0,16.7152,0,343629,yes,../wrapper.py 318 318 123 random -n_templates_middle 25 -n_templates_delta 19 -n_slots_middle 44 -n_slots_delta 22 -n_variations_middle 41 -n_variations_delta 3 -demand_range_middle 37 -demand_range_delta 19,2d869f08e03d0a014257750f659122b2
1,inst-319-123,model,0,0,7.528,0,0,36.7761,0,640611,yes,../wrapper.py 319 319 123 random -n_templates_middle 34 -n_templates_delta 22 -n_slots_middle 20 -n_slots_delta 23 -n_variations_middle 23 -n_variations_delta 4 -demand_range_middle 30 -demand_range_delta 4,16aa7ab8a31906b6e4631b13291a489d
1,inst-32-123,model,0,0,7.879,0,0,106.168,0,1223499,yes,../wrapper.py 32 32 123 random -n_templates_middle 49 -n_templates_delta 18 -n_slots_middle 13 -n_slots_delta 5 -n_variations_middle 30 -n_variations_delta 6 -demand_range_middle 27 -demand_range_delta 20,744a52b57ed902760de21091004e5c22
1,inst-320-123,model,0,0,9.717,0,0,17.261,0,361934,yes,../wrapper.py 320 320 123 random -n_templates_middle 26 -n_templates_delta 10 -n_slots_middle 42 -n_slots_delta 14 -n_variations_middle 23 -n_variations_delta 4 -demand_range_middle 24 -demand_range_delta 6,6bb880fa7165e9f93de62e11e4dc037d
1,inst-324-123,model,0,0,8.759,0,0,16.5002,0,347051,yes,../wrapper.py 324 324 123 random -n_templates_middle 25 -n_templates_delta 14 -n_slots_middle 47 -n_slots_delta 20 -n_variations_middle 27 -n_variations_delta 9 -demand_range_middle 27 -demand_range_delta 20,09ae752f85bd6fdb1ba60957434c2148
1,inst-325-123,model,0,0,9.701,0,0,45.8515,0,779115,yes,../wrapper.py 325 325 123 random -n_templates_middle 32 -n_templates_delta 2 -n_slots_middle 10 -n_slots_delta 21 -n_variations_middle 24 -n_variations_delta 19 -demand_range_middle 41 -demand_range_delta 7,d5c6c44fd5a3c9e47b0ba13e32d19565
1,inst-327-123,model,0,0,5.844,0,0,14.6076,0,428607,yes,../wrapper.py 327 327 123 random -n_templates_middle 34 -n_templates_delta 12 -n_slots_middle 38 -n_slots_delta 8 -n_variations_middle 6 -n_variations_delta 10 -demand_range_middle 27 -demand_range_delta 19,01169fd7a851f67b1c1315704dffd5cd
1,inst-329-123,model,0,0,6.765,0,0,57.4237,0,1033536,yes,../wrapper.py 329 329 123 random -n_templates_middle 39 -n_templates_delta 12 -n_slots_middle 12 -n_slots_delta 4 -n_variations_middle 16 -n_variations_delta 1 -demand_range_middle 34 -demand_range_delta 19,fa1f805fcefb42a05eca2f0ce94e257b
1,inst-330-123,model,0,0,5.294,0,0,10.4398,0,177854,yes,../wrapper.py 330 330 123 random -n_templates_middle 13 -n_templates_delta 11 -n_slots_middle 3 -n_slots_delta 2 -n_variations_middle 45 -n_variations_delta 15 -demand_range_middle 32 -demand_range_delta 11,4a38c72176b977f7c5399233f5e14590
1,inst-331-123,model,0,0,7.76,0,0,87.6395,0,807576,yes,../wrapper.py 331 331 123 random -n_templates_middle 14 -n_templates_delta 23 -n_slots_middle 2 -n_slots_delta 4 -n_variations_middle 49 -n_variations_delta 19 -demand_range_middle 50 -demand_range_delta 6,c593ee15c2069005b7ccd3cf392883fa
1,inst-332-123,model,0,0,10.965,0,0,40.5292,0,543916,yes,../wrapper.py 332 332 123 random -n_templates_middle 30 -n_templates_delta 1 -n_slots_middle 41 -n_slots_delta 22 -n_variations_middle 45 -n_variations_delta 0 -demand_range_middle 12 -demand_range_delta 15,37cabc69e2dfa8db0e59d468d22ac294
1,inst-339-123,model,0,0,9.903,0,0,11.036,0,257025,yes,../wrapper.py 339 339 123 random -n_templates_middle 11 -n_templates_delta 22 -n_slots_middle 41 -n_slots_delta 21 -n_variations_middle 41 -n_variations_delta 10 -demand_range_middle 49 -demand_range_delta 12,bef67455d169a479b067bfada0e1e6bd
1,inst-341-123,model,0,0,15.77,0,0,266.968,0,2257756,yes,../wrapper.py 341 341 123 random -n_templates_middle 49 -n_templates_delta 2 -n_slots_middle 28 -n_slots_delta 22 -n_variations_middle 44 -n_variations_delta 22 -demand_range_middle 39 -demand_range_delta 4,27e220c1c5f4bc49dfc57e24cf8d9c3e
1,inst-346-123,model,0,0,12.067,0,0,85.0834,0,1055339,yes,../wrapper.py 346 346 123 random -n_templates_middle 34 -n_templates_delta 7 -n_slots_middle 34 -n_slots_delta 9 -n_variations_middle 34 -n_variations_delta 10 -demand_range_middle 36 -demand_range_delta 7,453159ca3a373a43b3100ae0fb196e26
1,inst-348-123,model,0,0,6.947,0,0,217.754,0,1576640,yes,../wrapper.py 348 348 123 random -n_templates_middle 39 -n_templates_delta 1 -n_slots_middle 6 -n_slots_delta 7 -n_variations_middle 16 -n_variations_delta 18 -demand_range_middle 7 -demand_range_delta 25,865cf9006de4b8f82ceacdcfe0efbe7d
1,inst-349-123,model,0,0,11.082,0,0,39.0759,0,458724,yes,../wrapper.py 349 349 123 random -n_templates_middle 43 -n_templates_delta 14 -n_slots_middle 45 -n_slots_delta 0 -n_variations_middle 40 -n_variations_delta 22 -demand_range_middle 5 -demand_range_delta 12,0fa014d2ffd85f67efc57e756866c248
1,inst-350-123,model,0,0,9.395,0,0,40.3515,0,617834,yes,../wrapper.py 350 350 123 random -n_templates_middle 34 -n_templates_delta 11 -n_slots_middle 44 -n_slots_delta 10 -n_variations_middle 29 -n_variations_delta 16 -demand_range_middle 14 -demand_range_delta 23,a64bfd1ca18062650e52f5ae78d3bce4
1,inst-352-123,model,0,0,9.482,0,0,24.6363,0,445707,yes,../wrapper.py 352 352 123 random -n_templates_middle 30 -n_templates_delta 23 -n_slots_middle 46 -n_slots_delta 9 -n_variations_middle 36 -n_variations_delta 20 -demand_range_middle 46 -demand_range_delta 3,97cec7c465d249978861e88e7a60ecb2
1,inst-355-123,model,0,0,11.654,0,0,82.4832,0,1059337,yes,../wrapper.py 355 355 123 random -n_templates_middle 35 -n_templates_delta 20 -n_slots_middle 23 -n_slots_delta 9 -n_variations_middle 42 -n_variations_delta 12 -demand_range_middle 37 -demand_range_delta 22,d7e8614e54de8b91462466f7280257a7
1,inst-356-123,model,0,0,9.867,0,0,37.5561,0,594328,yes,../wrapper.py 356 356 123 random -n_templates_middle 23 -n_templates_delta 10 -n_slots_middle 43 -n_slots_delta 18 -n_variations_middle 31 -n_variations_delta 17 -demand_range_middle 38 -demand_range_delta 6,ca0bf98a20e43ebed9adf0e103c5922c
1,inst-361-123,model,0,0,7.379,0,0,26.6902,0,495623,yes,../wrapper.py 361 361 123 random -n_templates_middle 25 -n_templates_delta 17 -n_slots_middle 46 -n_slots_delta 15 -n_variations_middle 14 -n_variations_delta 22 -demand_range_middle 36 -demand_range_delta 1,5edb2fb86d7b0996057078ffcfbb9f1e
1,inst-363-123,model,0,0,11.073,0,0,99.5511,0,1119108,yes,../wrapper.py 363 363 123 random -n_templates_middle 36 -n_templates_delta 16 -n_slots_middle 25 -n_slots_delta 2 -n_variations_middle 49 -n_variations_delta 14 -demand_range_middle 36 -demand_range_delta 7,5c99449aee485a28b25083448b408b32
1,inst-364-123,model,0,0,9.787,0,0,74.2419,0,1052118,yes,../wrapper.py 364 364 123 random -n_templates_middle 41 -n_templates_delta 15 -n_slots_middle 46 -n_slots_delta 9 -n_variations_middle 16 -n_variations_delta 18 -demand_range_middle 35 -demand_range_delta 11,db09fc615e193d832af51db3533d3ae6
1,inst-365-123,model,0,0,13.697,0,0,147.007,0,1539360,yes,../wrapper.py 365 365 123 random -n_templates_middle 41 -n_templates_delta 7 -n_slots_middle 46 -n_slots_delta 15 -n_variations_middle 39 -n_variations_delta 17 -demand_range_middle 33 -demand_range_delta 18,d650ee5563732be4dba072ffb81fee2e
1,inst-367-123,model,0,0,8.913,0,0,60.0148,0,978228,yes,../wrapper.py 367 367 123 random -n_templates_middle 34 -n_templates_delta 16 -n_slots_middle 22 -n_slots_delta 3 -n_variations_middle 24 -n_variations_delta 2 -demand_range_middle 38 -demand_range_delta 9,5c1fb209a47d04159acdcc3beef4824d
1,inst-370-123,model,0,0,5.646,0,0,15.9197,0,395546,yes,../wrapper.py 370 370 123 random -n_templates_middle 44 -n_templates_delta 4 -n_slots_middle 15 -n_slots_delta 21 -n_variations_middle 2 -n_variations_delta 19 -demand_range_middle 23 -demand_range_delta 2,79da930a16edbb0ed5e83e951eb95d36
1,inst-371-123,model,0,0,12.997,0,0,172.949,0,1763672,yes,../wrapper.py 371 371 123 random -n_templates_middle 46 -n_templates_delta 4 -n_slots_middle 38 -n_slots_delta 10 -n_variations_middle 34 -n_variations_delta 4 -demand_range_middle 44 -demand_range_delta 1,95307ac91bfd2a83adac98f5a4267699
1,inst-373-123,model,0,0,14.205,0,0,63.6398,0,543846,yes,../wrapper.py 373 373 123 random -n_templates_middle 50 -n_templates_delta 3 -n_slots_middle 42 -n_slots_delta 0 -n_variations_middle 39 -n_variations_delta 5 -demand_range_middle 6 -demand_range_delta 4,e7a58b21177767fea90411e168123fae
1,inst-375-123,model,0,0,13.592,0,0,152.761,0,1449163,yes,../wrapper.py 375 375 123 random -n_templates_middle 41 -n_templates_delta 7 -n_slots_middle 43 -n_slots_delta 3 -n_variations_middle 44 -n_variations_delta 1 -demand_range_middle 22 -demand_range_delta 17,cc64e91c8ce3264c1d2a92234d440828
1,inst-376-123,model,0,0,7.688,0,0,20.1005,0,494008,yes,../wrapper.py 376 376 123 random -n_templates_middle 11 -n_templates_delta 23 -n_slots_middle 19 -n_slots_delta 15 -n_variations_middle 10 -n_variations_delta 16 -demand_range_middle 37 -demand_range_delta 12,b364d4f571535873d0447a889170a089
1,inst-377-123,model,0,0,8.793,0,0,10.8192,0,160598,yes,../wrapper.py 377 377 123 random -n_templates_middle 44 -n_templates_delta 20 -n_slots_middle 50 -n_slots_delta 16 -n_variations_middle 33 -n_variations_delta 1 -demand_range_middle 9 -demand_range_delta 0,bcb0f0a01f24c8edd9886ceceaacbdd8
1,inst-378-123,model,0,0,8.885,0,0,21.7105,0,283051,yes,../wrapper.py 378 378 123 random -n_templates_middle 43 -n_templates_delta 10 -n_slots_middle 41 -n_slots_delta 3 -n_variations_middle 21 -n_variations_delta 18 -demand_range_middle 3 -demand_range_delta 8,49354c4276a6df89c4db6ca83011c1ea
1,inst-379-123,model,0,0,8.219,0,0,14.6532,0,325992,yes,../wrapper.py 379 379 123 random -n_templates_middle 39 -n_templates_delta 21 -n_slots_middle 44 -n_slots_delta 23 -n_variations_middle 20 -n_variations_delta 23 -demand_range_middle 35 -demand_range_delta 10,fb62e5ab240bf81a4a6d135dca602945
1,inst-381-123,model,0,0,5.767,0,0,12.5075,0,321626,yes,../wrapper.py 381 381 123 random -n_templates_middle 28 -n_templates_delta 0 -n_slots_middle 20 -n_slots_delta 2 -n_variations_middle 14 -n_variations_delta 17 -demand_range_middle 19 -demand_range_delta 16,d90ba45a86b79367f55a2546f658e732
1,inst-382-123,model,0,0,9.121,0,0,21.392,0,300616,yes,../wrapper.py 382 382 123 random -n_templates_middle 25 -n_templates_delta 20 -n_slots_middle 30 -n_slots_delta 4 -n_variations_middle 47 -n_variations_delta 1 -demand_range_middle 4 -demand_range_delta 21,ee63daf3e9cb892d985f5941f1ea9dda
1,inst-383-123,model,0,0,12.663,0,0,59.8501,0,735957,yes,../wrapper.py 383 383 123 random -n_templates_middle 22 -n_templates_delta 17 -n_slots_middle 37 -n_slots_delta 24 -n_variations_middle 49 -n_variations_delta 3 -demand_range_middle 33 -demand_range_delta 0,95c1add4209c6f9cf5edc2723dbadb5c
1,inst-384-123,model,0,0,10.595,0,0,61.9075,0,894581,yes,../wrapper.py 384 384 123 random -n_templates_middle 25 -n_templates_delta 19 -n_slots_middle 19 -n_slots_delta 23 -n_variations_middle 34 -n_variations_delta 10 -demand_range_middle 42 -demand_range_delta 20,a382137c42cc9314001cb2487073fda7
