feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum
1,inst-197-123,model,0,0,20.137,0,0,57.3336,0,159530,yes,../wrapper.py 197 197 123 random -numNodes_middle 50 -numNodes_delta 21 -numLeaves_middle 6 -numLeaves_delta 21 -numPeriods_middle 29 -numPeriods_delta 17 -maxStock_middle 40 -maxStock_delta 10 -holdingCost_range_middle 43 -holdingCost_range_delta 4 -procCost_range_middle 25 -procCost_range_delta 3 -demand_range_middle 11 -demand_range_delta 23 -children_range_cardMiddle 24 -children_range_cardDelta 2 -children_range_inner_middle 49 -children_range_inner_delta 24,2fa9c2cb0b477079d5b384f11560c825
1,inst-371-123,model,0,0,27.69,0,0,140.167,0,160561,yes,../wrapper.py 371 371 123 random -numNodes_middle 33 -numNodes_delta 9 -numLeaves_middle 7 -numLeaves_delta 13 -numPeriods_middle 34 -numPeriods_delta 1 -maxStock_middle 46 -maxStock_delta 4 -holdingCost_range_middle 49 -holdingCost_range_delta 2 -procCost_range_middle 5 -procCost_range_delta 11 -demand_range_middle 35 -demand_range_delta 9 -children_range_cardMiddle 15 -children_range_cardDelta 2 -children_range_inner_middle 35 -children_range_inner_delta 18,a12a4cd04d440574bf7b065b067eefc0
1,inst-628-123,model,0,0,27.435,0,0,103.114,0,162731,yes,../wrapper.py 628 628 123 random -numNodes_middle 45 -numNodes_delta 23 -numLeaves_middle 1 -numLeaves_delta 3 -numPeriods_middle 37 -numPeriods_delta 16 -maxStock_middle 34 -maxStock_delta 21 -holdingCost_range_middle 29 -holdingCost_range_delta 5 -procCost_range_middle 28 -procCost_range_delta 16 -demand_range_middle 16 -demand_range_delta 6 -children_range_cardMiddle 13 -children_range_cardDelta 3 -children_range_inner_middle 44 -children_range_inner_delta 17,2f46a9acab6f07322fd1d4291b367919
1,inst-939-123,model,0,0,11.002,0,0,10.6056,0,60517,yes,../wrapper.py 939 939 123 random -numNodes_middle 17 -numNodes_delta 15 -numLeaves_middle 8 -numLeaves_delta 17 -numPeriods_middle 12 -numPeriods_delta 7 -maxStock_middle 32 -maxStock_delta 19 -holdingCost_range_middle 32 -holdingCost_range_delta 11 -procCost_range_middle 19 -procCost_range_delta 11 -demand_range_middle 12 -demand_range_delta 17 -children_range_cardMiddle 0 -children_range_cardDelta 3 -children_range_inner_middle 33 -children_range_inner_delta 14,9853a4d5751a3fdf08904f86160bc20a
