feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum,type,configurationId,configurationSeed,iteration,runId
1,inst-37-1296195505,model,0,0,7.167,0,0,46.3234,0,537998,yes,../wrapper.py 37 1 1296195505 tuning -k_middle 22 -k_delta 0 -l_middle 8 -l_delta 10 -n_middle 39 -n_delta 0,0d1574ec09ab551a0d458c223f86804d,sat + graded,37,1296195505,1,37
1,inst-37-1296195505,model,1,0,7.08,0,0,56.0591,0,1480655,yes,../wrapper.py 37 1 1296195505 tuning -k_middle 22 -k_delta 0 -l_middle 8 -l_delta 10 -n_middle 39 -n_delta 0,0d1574ec09ab551a0d458c223f86804d,sat + graded,37,1296195505,1,37
1,inst-37-1296195505,model,2,0,6.776,0,0,7.69034,0,108441,yes,../wrapper.py 37 1 1296195505 tuning -k_middle 22 -k_delta 0 -l_middle 8 -l_delta 10 -n_middle 39 -n_delta 0,0d1574ec09ab551a0d458c223f86804d,sat + too easy,37,1296195505,1,37
1,inst-38-1296195505,model,0,0,5.219,0,0,130.866,0,3586322,yes,../wrapper.py 38 1 1296195505 tuning -k_middle 31 -k_delta 22 -l_middle 36 -l_delta 6 -n_middle 43 -n_delta 8,4a776bf2315a112573cc377d64d2f771,sat + graded,38,1296195505,1,38
1,inst-38-1296195505,model,1,0,5.323,0,1,NA,NA,NA,NA,../wrapper.py 38 1 1296195505 tuning -k_middle 31 -k_delta 22 -l_middle 36 -l_delta 6 -n_middle 43 -n_delta 8,4a776bf2315a112573cc377d64d2f771,solver timeout,38,1296195505,1,38
1,inst-40-1041507409,model,0,0,6.891,0,0,12.1822,0,483326,yes,../wrapper.py 40 1 1041507409 tuning -k_middle 3 -k_delta 17 -l_middle 15 -l_delta 7 -n_middle 42 -n_delta 2,78577bb7673aa09a88e5463349b1884f,sat + graded,40,1041507409,1,40
1,inst-40-1041507409,model,1,0,5.96,0,0,1.57551,0,44979,yes,../wrapper.py 40 1 1041507409 tuning -k_middle 3 -k_delta 17 -l_middle 15 -l_delta 7 -n_middle 42 -n_delta 2,78577bb7673aa09a88e5463349b1884f,sat + too easy,40,1041507409,1,40
1,inst-42-531989323,model,0,0,7.462,0,0,99.7104,0,1631813,yes,../wrapper.py 42 1 531989323 tuning -k_middle 25 -k_delta 1 -l_middle 22 -l_delta 1 -n_middle 44 -n_delta 0,7e6a63a61ae192b4590e0851bf6ae1f6,sat + graded,42,531989323,2,42
1,inst-42-531989323,model,1,0,7.568,0,1,NA,NA,NA,NA,../wrapper.py 42 1 531989323 tuning -k_middle 25 -k_delta 1 -l_middle 22 -l_delta 1 -n_middle 44 -n_delta 0,7e6a63a61ae192b4590e0851bf6ae1f6,solver timeout,42,531989323,2,42
1,inst-44-1010774377,model,0,0,6.839,0,0,34.0286,0,1140766,yes,../wrapper.py 44 1 1010774377 tuning -k_middle 16 -k_delta 6 -l_middle 1 -l_delta 9 -n_middle 48 -n_delta 16,45776f7225f532862afad9fcc82a839b,sat + graded,44,1010774377,2,44
1,inst-44-1010774377,model,1,0,5.721,0,0,0.255576,0,3698,yes,../wrapper.py 44 1 1010774377 tuning -k_middle 16 -k_delta 6 -l_middle 1 -l_delta 9 -n_middle 48 -n_delta 16,45776f7225f532862afad9fcc82a839b,sat + too easy,44,1010774377,2,44
1,inst-50-531989323,model,0,0,6.761,0,0,63.4211,0,1657075,yes,../wrapper.py 50 1 531989323 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,86e70f5a7fa35d4aa94a169d4b60cea8,sat + graded,50,531989323,2,50
1,inst-50-531989323,model,1,0,4.595,0,0,23.3791,0,607040,yes,../wrapper.py 50 1 531989323 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,86e70f5a7fa35d4aa94a169d4b60cea8,sat + graded,50,531989323,2,50
1,inst-50-531989323,model,2,0,7.523,0,0,0.671202,0,14176,yes,../wrapper.py 50 1 531989323 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,86e70f5a7fa35d4aa94a169d4b60cea8,sat + too easy,50,531989323,2,50
1,inst-50-1041507409,model,0,0,7.626,0,0,10.1572,0,155384,yes,../wrapper.py 50 1 1041507409 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,0c875efc7307c42699c8c5ab57599890,sat + graded,50,1041507409,2,50
1,inst-50-1041507409,model,1,0,7.419,0,1,NA,NA,NA,NA,../wrapper.py 50 1 1041507409 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,0c875efc7307c42699c8c5ab57599890,solver timeout,50,1041507409,2,50
1,inst-50-2003408602,model,0,0,6.813,0,0,65.2458,0,1625940,yes,../wrapper.py 50 1 2003408602 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,05486f26ca92146f92d21021e954656f,sat + graded,50,2003408602,2,50
1,inst-50-2003408602,model,1,0,6.708,0,0,3.18643,0,85116,yes,../wrapper.py 50 1 2003408602 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,05486f26ca92146f92d21021e954656f,sat + too easy,50,2003408602,2,50
1,inst-50-1010774377,model,0,0,6.86,0,0,12.6243,0,338432,yes,../wrapper.py 50 1 1010774377 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,e56d4ef55af3b8538a3e5b48b85891c1,sat + graded,50,1010774377,2,50
1,inst-50-1010774377,model,1,0,5.833,0,0,3.17616,0,85025,yes,../wrapper.py 50 1 1010774377 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,e56d4ef55af3b8538a3e5b48b85891c1,sat + too easy,50,1010774377,2,50
1,inst-50-2007234433,model,0,0,7.211,0,0,185.958,0,5473297,yes,../wrapper.py 50 1 2007234433 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,101dd46660347ed844f0f03a7474af50,sat + graded,50,2007234433,3,50
1,inst-50-2007234433,model,1,0,5.387,0,0,65.5272,0,1951146,yes,../wrapper.py 50 1 2007234433 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,101dd46660347ed844f0f03a7474af50,sat + graded,50,2007234433,3,50
1,inst-50-2007234433,model,2,0,5.728,0,0,14.3062,0,374232,yes,../wrapper.py 50 1 2007234433 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,101dd46660347ed844f0f03a7474af50,sat + graded,50,2007234433,3,50
1,inst-50-2007234433,model,3,0,6.028,0,0,8.15816,0,217777,yes,../wrapper.py 50 1 2007234433 tuning -k_middle 26 -k_delta 5 -l_middle 31 -l_delta 12 -n_middle 46 -n_delta 7,101dd46660347ed844f0f03a7474af50,sat + too easy,50,2007234433,3,50
1,inst-55-531989323,model,0,0,5.412,0,0,15.727,0,686808,yes,../wrapper.py 55 1 531989323 tuning -k_middle 13 -k_delta 17 -l_middle 13 -l_delta 2 -n_middle 36 -n_delta 9,49a78de0df867e1b8a97f0d7fdb938c2,sat + graded,55,531989323,2,55
1,inst-55-531989323,model,1,0,4.346,0,0,0.888206,0,35438,yes,../wrapper.py 55 1 531989323 tuning -k_middle 13 -k_delta 17 -l_middle 13 -l_delta 2 -n_middle 36 -n_delta 9,49a78de0df867e1b8a97f0d7fdb938c2,sat + too easy,55,531989323,2,55
1,inst-57-1041507409,model,0,0,6.54,0,0,203.659,0,8210390,yes,../wrapper.py 57 1 1041507409 tuning -k_middle 4 -k_delta 16 -l_middle 4 -l_delta 12 -n_middle 34 -n_delta 5,74c037547ec86d86b3f649f6f11640d2,sat + graded,57,1041507409,2,57
1,inst-57-1041507409,model,1,0,5.808,0,0,2.22003,0,45582,yes,../wrapper.py 57 1 1041507409 tuning -k_middle 4 -k_delta 16 -l_middle 4 -l_delta 12 -n_middle 34 -n_delta 5,74c037547ec86d86b3f649f6f11640d2,sat + too easy,57,1041507409,2,57
1,inst-62-1041507409,model,0,0,8.545,0,0,108.191,0,2289255,yes,../wrapper.py 62 1 1041507409 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,cb8fd25607aedc5ca4d75cf34c323922,sat + graded,62,1041507409,2,62
1,inst-62-1041507409,model,1,0,6.372,0,0,7.29221,0,149822,yes,../wrapper.py 62 1 1041507409 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,cb8fd25607aedc5ca4d75cf34c323922,sat + too easy,62,1041507409,2,62
