"feasible","instance","model","seed","SRTimeOut","SRTime","solverMemOut","solverTimeOut","solverTime","solverNodeOut","nNodes","sat","cmd","md5checksum","type","configurationId","configurationSeed","iteration","runId"
1,"inst-72-1208567152","model",0,0,8.394,0,0,0.005234,0,0,"no","../wrapper.py 72 1 1208567152 tuning -n_pieces_middle 47 -n_pieces_delta 20 -n_players_middle 11 -n_players_delta 8 -duration_range_middle 3 -duration_range_delta 6 -plays_in_cardMiddle 21 -plays_in_cardDelta 0 -plays_in_relation1_middle 17 -plays_in_relation1_delta 24 -plays_in_relation2_middle 31 -plays_in_relation2_delta 15","05e2683a5f455e6ac695ea072d1a7013","unsat + too easy",72,1208567152,3,385
1,"inst-73-1208567152","model",0,0,8.449,0,0,0.000998,0,0,"no","../wrapper.py 73 1 1208567152 tuning -n_pieces_middle 11 -n_pieces_delta 15 -n_players_middle 26 -n_players_delta 18 -duration_range_middle 13 -duration_range_delta 10 -plays_in_cardMiddle 13 -plays_in_cardDelta 1 -plays_in_relation1_middle 11 -plays_in_relation1_delta 17 -plays_in_relation2_middle 15 -plays_in_relation2_delta 10","8331c3ad98a09921ad21502fbe8eb436","unsat + too easy",73,1208567152,3,386
1,"inst-74-1208567152","model",0,0,5.16,0,0,0.00434,0,0,"no","../wrapper.py 74 1 1208567152 tuning -n_pieces_middle 31 -n_pieces_delta 15 -n_players_middle 3 -n_players_delta 17 -duration_range_middle 2 -duration_range_delta 7 -plays_in_cardMiddle 10 -plays_in_cardDelta 0 -plays_in_relation1_middle 17 -plays_in_relation1_delta 11 -plays_in_relation2_middle 13 -plays_in_relation2_delta 6","ac1875e4ae311a920275e7aa49d56203","unsat + too easy",74,1208567152,3,387
1,"inst-75-1208567152","model",0,0,7.254,0,0,0.002137,0,0,"no","../wrapper.py 75 1 1208567152 tuning -n_pieces_middle 42 -n_pieces_delta 12 -n_players_middle 6 -n_players_delta 10 -duration_range_middle 8 -duration_range_delta 22 -plays_in_cardMiddle 5 -plays_in_cardDelta 1 -plays_in_relation1_middle 22 -plays_in_relation1_delta 18 -plays_in_relation2_middle 28 -plays_in_relation2_delta 15","12eeaaba9227984d7fb24d69dafab90b","unsat + too easy",75,1208567152,3,388
1,"inst-76-1208567152","model",0,0,8.413,0,1,NA,NA,NA,NA,"../wrapper.py 76 1 1208567152 tuning -n_pieces_middle 47 -n_pieces_delta 20 -n_players_middle 10 -n_players_delta 16 -duration_range_middle 15 -duration_range_delta 10 -plays_in_cardMiddle 24 -plays_in_cardDelta 1 -plays_in_relation1_middle 8 -plays_in_relation1_delta 19 -plays_in_relation2_middle 36 -plays_in_relation2_delta 17","a70586f3d0c1c28cfb81b0b30a0ce40f","solver timeout",76,1208567152,3,389
1,"inst-77-1208567152","model",0,0,6.094,0,1,NA,NA,NA,NA,"../wrapper.py 77 1 1208567152 tuning -n_pieces_middle 20 -n_pieces_delta 13 -n_players_middle 2 -n_players_delta 0 -duration_range_middle 33 -duration_range_delta 20 -plays_in_cardMiddle 9 -plays_in_cardDelta 0 -plays_in_relation1_middle 16 -plays_in_relation1_delta 20 -plays_in_relation2_middle 6 -plays_in_relation2_delta 2","5624b55e14d6b51795a1684ebec7f6d6","solver timeout",77,1208567152,3,390
1,"inst-78-1208567152","model",0,0,10.399,0,0,0.004737,0,0,"no","../wrapper.py 78 1 1208567152 tuning -n_pieces_middle 49 -n_pieces_delta 15 -n_players_middle 32 -n_players_delta 5 -duration_range_middle 12 -duration_range_delta 15 -plays_in_cardMiddle 8 -plays_in_cardDelta 1 -plays_in_relation1_middle 5 -plays_in_relation1_delta 19 -plays_in_relation2_middle 20 -plays_in_relation2_delta 10","5566475687eaa2f2e0d19d823f0aeca8","unsat + too easy",78,1208567152,3,391
1,"inst-79-1208567152","model",0,0,7.381,0,0,0.000778,0,0,"no","../wrapper.py 79 1 1208567152 tuning -n_pieces_middle 16 -n_pieces_delta 17 -n_players_middle 18 -n_players_delta 8 -duration_range_middle 18 -duration_range_delta 10 -plays_in_cardMiddle 10 -plays_in_cardDelta 2 -plays_in_relation1_middle 25 -plays_in_relation1_delta 21 -plays_in_relation2_middle 18 -plays_in_relation2_delta 11","45c089e6915672d342b8b25b0781fa45","unsat + too easy",79,1208567152,3,392
0,"inst-80-1208567152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 80 1 1208567152 tuning -n_pieces_middle 18 -n_pieces_delta 17 -n_players_middle 4 -n_players_delta 7 -duration_range_middle 14 -duration_range_delta 4 -plays_in_cardMiddle 48 -plays_in_cardDelta 0 -plays_in_relation1_middle 35 -plays_in_relation1_delta 14 -plays_in_relation2_middle 6 -plays_in_relation2_delta 23","inst-80-1208567152","no instance",80,1208567152,3,393
1,"inst-81-1208567152","model",0,0,5.975,0,0,0.002539,0,0,"no","../wrapper.py 81 1 1208567152 tuning -n_pieces_middle 18 -n_pieces_delta 19 -n_players_middle 1 -n_players_delta 10 -duration_range_middle 4 -duration_range_delta 13 -plays_in_cardMiddle 35 -plays_in_cardDelta 0 -plays_in_relation1_middle 27 -plays_in_relation1_delta 17 -plays_in_relation2_middle 16 -plays_in_relation2_delta 15","a9452073591e595bb07ad9f6cee12318","unsat + too easy",81,1208567152,3,394
