"feasible","instance","model","seed","SRTimeOut","SRTime","solverMemOut","solverTimeOut","solverTime","solverNodeOut","nNodes","sat","cmd","md5checksum","type","configurationId","configurationSeed","runId"
0,"inst-40-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 40 40 123 random -nnodes_middle 44 -nnodes_delta 23 -nrings_middle 29 -nrings_delta 8 -capacity_middle 50 -capacity_delta 5 -demand_cardMiddle 31 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 5 -demand_inner_inner_delta 4","inst-40-123","no instance",40,123,40
0,"inst-41-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 41 41 123 random -nnodes_middle 15 -nnodes_delta 14 -nrings_middle 37 -nrings_delta 4 -capacity_middle 44 -capacity_delta 17 -demand_cardMiddle 38 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 34 -demand_inner_inner_delta 13","inst-41-123","no instance",41,123,41
0,"inst-42-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 42 42 123 random -nnodes_middle 18 -nnodes_delta 6 -nrings_middle 3 -nrings_delta 5 -capacity_middle 45 -capacity_delta 20 -demand_cardMiddle 38 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 49 -demand_inner_inner_delta 10","inst-42-123","no instance",42,123,42
0,"inst-43-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 43 43 123 random -nnodes_middle 24 -nnodes_delta 4 -nrings_middle 30 -nrings_delta 6 -capacity_middle 12 -capacity_delta 17 -demand_cardMiddle 14 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 42 -demand_inner_inner_delta 10","inst-43-123","no instance",43,123,43
0,"inst-44-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 44 44 123 random -nnodes_middle 38 -nnodes_delta 16 -nrings_middle 23 -nrings_delta 15 -capacity_middle 1 -capacity_delta 5 -demand_cardMiddle 35 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 16 -demand_inner_inner_delta 17","inst-44-123","no instance",44,123,44
0,"inst-45-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 45 45 123 random -nnodes_middle 47 -nnodes_delta 2 -nrings_middle 7 -nrings_delta 16 -capacity_middle 22 -capacity_delta 20 -demand_cardMiddle 49 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 36 -demand_inner_inner_delta 2","inst-45-123","no instance",45,123,45
1,"inst-46-123","model",0,0,5.044,0,0,43.9354,0,537127,"yes","../wrapper.py 46 46 123 random -nnodes_middle 50 -nnodes_delta 6 -nrings_middle 3 -nrings_delta 17 -capacity_middle 40 -capacity_delta 8 -demand_cardMiddle 18 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 19 -demand_inner_inner_delta 4","734bdceceb908cfce0ef9a3bb66c17fb","sat + graded",46,123,46
1,"inst-46-123","model",1,0,5.531,0,1,NA,NA,NA,NA,"../wrapper.py 46 46 123 random -nnodes_middle 50 -nnodes_delta 6 -nrings_middle 3 -nrings_delta 17 -capacity_middle 40 -capacity_delta 8 -demand_cardMiddle 18 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 19 -demand_inner_inner_delta 4","734bdceceb908cfce0ef9a3bb66c17fb","solver timeout",46,123,46
0,"inst-47-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 47 47 123 random -nnodes_middle 27 -nnodes_delta 12 -nrings_middle 48 -nrings_delta 8 -capacity_middle 24 -capacity_delta 2 -demand_cardMiddle 43 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 9 -demand_inner_inner_delta 11","inst-47-123","no instance",47,123,47
1,"inst-48-123","model",0,0,16.539,0,1,NA,NA,NA,NA,"../wrapper.py 48 48 123 random -nnodes_middle 39 -nnodes_delta 1 -nrings_middle 41 -nrings_delta 7 -capacity_middle 19 -capacity_delta 7 -demand_cardMiddle 1 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 46 -demand_inner_inner_delta 0","3e1baaaa16392b5b0e736b3121ae0a69","solver timeout",48,123,48
